data,lable
我也是直角肩，可我太胖了，显得壮 我也是直角肩，可我太胖了，显得壮 回复@仙女颜究所:正在努力减肥中，嘻嘻,1
刘波也太恶心了 不配为医[吐] 回复@仙女颜究所:好[亲亲] 仙女 我想问一下 我这种整体头发很少 但是发际线没上移 发缝也不算很宽的 植发有的救么[跪了] http://t.cn/AiH7P189,1
关键还得看脸na,1
张钧甯以前是单眼皮哦……,1
回复@我要成为一棵树:发际线高…扎起来也是让我头疼[允悲],1
我看着不像瘦了  眼睛变得很怪  看着眼睛好恐怖 相由心生吧,1
回复@NEI哦-:我也是！！每次起床法令纹又深了，一会就缓解很多可是好怕假性久了变真就哭唧唧了,1
这种参考说实话没什么意义啊 她们本身就很好看 面部几乎没什么硬伤 况且她们没一个是脸包头类型的啊,1
平躺会睡出扁头吗 小时候…我知道现在大了没啥影响了哈哈哈,1
分享图片 脸又方又大 用啥发型可以改善 分 中方刘海？ 可是额头也大啊,1
那眼睛睁的比较大就看不出双眼皮了是啥程度的呀,1
怎么填充啊,1
大小腿一样细真不好看 不懂直男审美[摊手],1
谢谢你辣 [爱你][爱你] 脸很肿 我的眼睛这样化妆应该注意什么问题呢 主要是太阳穴凹陷的问题吗 我的颧骨不凸 [爱你][爱你] 有什么解决办法呢 脸还很重 我的瞳距很近 太阳穴凹陷 分享图片 谢谢[/ee909d.png] 请问一下 我这种脸型留什么发型合适啊,1
好的[/ee90a0.png] 西安 那请问你知道有什么好的医生嘛 嗯 嗯  小时候右眼尾伤过  不知道是不是因为这个 分享图片 分享图片 你好打扰了，我想问问像我这种眼型适合哪种手术呢？,1
想知道我的～ http://t.cn/AiT1sen4,1
眼窝深真的容易显老 好大只 我觉得这些女明星说的听一半一半就得了,1
那瘦脸针差不多多久有效果呢,1
回复@-SHHHIRLEY:噢买尬！我的就是这种耶！还有人也有这种脸型，不过我的多肉点，很显嫩,1
看来我是中重度了，所以我眼下有一道纹，内眦赘皮兜的,1
回复@肖战秘密女友:原来眼距宽的都是因为没有内种尖尖头呐,1
回复@果核宇宙_tyl:谢谢姐妹惹。我是真的鼻子大,1
谢谢小仙女 别人都说我脸小可是我脸有些长[泪] 分享图片 分享图片 我想问一下我这种脸型适合这个发型吗？（我的鼻梁不高） 小仙女！请问这里可以私信咨询吗？ [傻眼]谢谢仙女！我一直以为自己溜肩[泪] 请忽略乱乱的背景[允悲]谢谢！！ 分享图片 分享图片 小仙女，我想问一下，我这有没有溜肩哇？也想拥有直角肩[泪] 谢谢小仙女！！ 谢谢！可能是因为离着镜头远的问题所以感觉不长[允悲]！这是我身份证的照片觉得这个会比较真实,1
[泪]矮个胸大骨架大萌妹脸哭了,1
回复@让我们来问问神奇的小海螺吧:你说的我很同意 并且不喜欢那些说话难听不讲道理的黑粉 回复@让我们来问问神奇的小海螺吧:我真的特别喜欢她笑起来甜甜的样子 看她笑我就想笑 但是我也不想看到她再演这种剧 想看那种小美好的 她有这种灵气难得 但她没有好好利用 回复@让我们来问问神奇的小海螺吧:有些人有公司支持就是不怕败坏路人缘 我觉得沈月就是无所顾忌有恃无恐的一个状态 因为觉得自己没有办法取悦所有人就让自己活的开心点????随便她咱也管不着 回复@让我们来问问神奇的小海螺吧:我只是澄清一下沈月的身高而已 好多人说她就150.....可能她158但是真的不至于150 很多对比图都能看出来 就这种胡说八道的让我特别反感 整天嘲她矮让那些南方女孩子怎么活?? 回复@让我们来问问神奇的小海螺吧:中戏北电那些收学生不都是为了当明星吧 一个大学还分表演系导演系摄影系 表演系里颜值爆表的也是少数吧??这还是近几年娱乐至死的影响造成的 回复@让我们来问问神奇的小海螺吧:噗哈哈哈哈救命沈月160 上次看沈月和张子枫站一起对比图 沈月比她高了不止一点 百度上都写的160 而且南方女生150-160非常常见好吗 我168在广东特别高......我还想160呢,1
那侧睡导致的法令纹怎么办啊？右面很严重，左边ok,1
爱宁 嗯嗯好 真的谢谢仙女啦[爱你][爱你]太nice了 就是每次看到修复案例都会觉得不太敢 好的[/ee90a0.png]鼻子丑这个问题困扰超久了 好的 我赶紧记笔记 真的会唉！ 啊谢谢仙女 就总觉得左眼跟右眼很不对称 左眼看着也像单眼皮这样 分享图片 妆没卸完滴眼睛是酱婶儿的 分享图片 在本人虚荣心作祟下我用了华为相机[失望] 啊那我搜寻一番 分享图片 okk 苹果相机希望你不要被丑瞎哈 想问下可不可以帮我看看我滴头颅眼睛情况 啊仙女不好意思打扰了[委屈],1
回复@肖战秘密女友:我也是没尖尖，我觉得挺好的[可爱],1
回复@兔兔啵儿:我也。。。所以现在学会了在人中打阴影[泪],1
好[可爱][可爱] 滴滴博主，我想请问我比较适合哪种风格的妆容啊[鲜花][鲜花][鲜花] 感谢博主的分析[鲜花] 因为太阳穴哪里会有点凹，被说过像窝瓜[笑cry][笑cry][笑cry] 就是想问 1我到底是个啥脸型(感觉圆脸方脸菱形脸都有点[笑cry]) 2总感觉自己总像图三一样土土的，是因为脸胖很呆嘛 3又适合我得发型嘛，我不能披发，显脸特别大[笑cry][笑cry]  其他也希望博主能给我提点建议 谢谢[可怜][可怜][可怜] 分享图片 分享图片 分享图片 冒昧私信哈，[笑cry][笑cry](可能会打扰你),1
回复@仙女颜究所:好滴(??ω?)? 我的眼睛就是瞳距近眼距远。。无神_(:з」∠)_,1
@迦勒底办事处 我的赛诺龙脱毛仪就是elos，但是只能脱毛啊没这些功能,1
回复@YvonneTAOXTING:我是圆脸没下巴那种  但是我的头比例特别小  所以脸也很小  但是就是显得脸很胖[允悲],1
我今天做了人工骨鼻,1
回复@YvonneTAOXTING:+1 回复@天使入职考试:我的嘴唇有点厚，还小，看着就是很倔，涂口红容易御姐风 小厚唇怎么样好看啊 考了驾照，差不多整个腿和脚脖，胳膊和手一个颜色了，我的爪像，，30岁的手，本人20..... 回复@今天你减肥了吗y:好的，谢谢小姐姐,1
回复@啷栗格啷:可是别的明星做医美多少脸会僵硬她真的一直都是很自然很童颜，真的很神奇,1
我这是有还是没有啊?? http://t.cn/AiTnZQTj,1
回复@菇丁的黄黄:看了这条微博我终于知道我为啥有泪沟了[摊手],1
自己的脸部特征侧面看很平，没有特点 [坏笑] 想看自己适合什么发型和眉形 这里不可以咨询吗 hello,1
我这个应该是中度 http://t.cn/AiTTo1PV,1
回复@微风艾木子:半夜看到这条我目了[泪][泪][泪]我曾经被这个困扰，我不笑就被说成整天跨着脸，我太难了[泪][泪][泪],1
回复@手機用戶3507:想当年也是肿泡眼，今天照镜子突然发现开始凹陷，想想还是想要我的肿泡眼[泪],1
回复@仙女颜究所:可是眼距近可怎么办呀,1
回复@让我们来问问神奇的小海螺吧:在微博上看到了，还看到一个雍和植发 回复@晓阡陌陌-思密达:枯了 回复@可爱究极体:图4刘海怎么剪的啊，我是豁鬓角，没有头发的地方像兔子?? 耳朵，想手动剪小碎发，一直不敢下手,1
回复@老仙几:我记得马思纯和霍建华主演的那部电视剧里看着她的眼睛好像还没有恢复好。,1
吓得我赶紧躺下了?? 所以弱弱的问一下，鼻基底凹陷和鼻梁塌去日本做加翻译的话，20万左右够吗？,1
应该什么样的眉形比较适合呀[可怜] 今天拍的证件照… 分享图片 [可怜] 小姐姐觉得我是不是有必要去调整一下呀 分享图片 分享图片 分享图片 分享图片 小姐姐 我的内眦赘皮算严重吗 好的好的 谢谢姐姐！,1
我这种大脸盘子还有救吗？[失望]一直都是黑长直， 想换发型不敢轻易尝试[失望][可怜][可怜] http://t.cn/AiHROLeO,1
想看缩毛孔的，大油皮的悲哀[允悲],1
这个严重吗呜呜呜 http://t.cn/AiTkqq7Q,1
回复@幻想出道的小陈cy:可能是盆骨前倾，矫正一下,1
回复@小小仙女爱吃豆:你可以去看她的小红书和她小号的节食日常，她真的有在减肥。真不是她对自己要求太低，虎背熊腰是天生的，你敢保证你三七分身材小蛮腰蝴蝶背吗？你别说生活中很多普通女孩子会每天坚持运动，我想说普通女孩不这样至少十分之七都不这样。找她代言也只是因为她的身材更偏向于大众，这样能体现产品适合大众,1
眼头贼尖..... http://t.cn/AiTkUd27,1
回复@肖战秘密女友:超级好看这个眼睛   ！！！超像韩国《魔女》电影女主角的眼镜，超好看超特别,1
回复@肖战秘密女友:有的人开眼角也会选择开这种圆圆的，不开尖的，圆的就比较可爱点吧主要是看个人喜好。不过我觉得你本身的眼睛就很好看，泪阜是暴露的，眼距也不宽，如果你想改变一下眼型也可以开一丢丢，不要太大太尖就好[馋嘴] 回复@肖战秘密女友:哇，你这个多好看呀，开尖了就不可爱了。,1
是我这种了吧，而且左眼皮下垂，会不会以后更严重 http://t.cn/AiHhtgoM,1
回复@石極:杨紫是不知道整没整眼睛，但马思纯是开了双眼皮,1
左眼眼头有个很小的洞洞，偶尔连带着眼皮扯一起了[疑问]这种是啥 搞得看着像眼??[允悲] http://t.cn/AiHPQAGR 回复@仙女颜究所:不是伤口呢??就是天生酱紫，也想过开了是不是就可以对称了,1
因为蒙古褶开了眼头 但好像又要长回来了。。 http://t.cn/AiH5xQeg,1
回复@从此黑夜长于白昼:天天向上有一集看一个嘉宾捏了王一博的脸!!,1
吃德国雪本诗的胶原蛋白片吃了半年吧，感觉不是很大不过可能跟年龄有关 感觉他颧弓持续发力。。。 回复@仙女颜究所:感觉真的年少不知脂肪贵，现在吃胖点可以改善么[二哈] 回复@仙女颜究所:我看到他们很多说脂肪填充带来的栓塞和结节，眼眶这个部位的危险系数高么[悲伤][悲伤] 十八的时候因为眼皮手术去脂肪，现在因为瘦了很多加年龄上来了感觉眼眶脂肪太少了凹陷，请问这个部位填脂肪安全系数高么[二哈],1
想要一笔打瘦腿针的费用嘻嘻,1
锤子，难道大家的眼睛都要假得要死欧式双眼皮才没问题？？,1
可是嘴角向上又会把脸上的肉挤出来，怕一直微笑法令纹会更深…女孩子好烦呦,1
回复@仙女颜究所:请问有推荐的美容仪吗 我就是我就是[泪]眼睛下面有很深的一道纹 怎么办 回复@李太太太太太呀:请问什么仪器有用呢 我也是正在做功课,1
我這樣肯定是嚴重的那個，想去割個雙眼皮?開內要角，太醜了。 http://t.cn/AiTeHsvX,1
回复@大牙菌菌菌:我之前在微博看到过拉长手术后面要钉钢钉那种 你搜一下 很恐怖反正,1
回复@YvonneTAOXTING:我也是 p着显得脸很大很方,1
仙女看看我[悲伤]需要开个眼角啥的吗 http://t.cn/AiTg2chV 回复@仙女颜究所:这个亚子?? http://t.cn/AiH74oJp,1
哦哦，好的谢谢。 您有什么建议吗 如果做双眼皮 我想要自然一点的 [泪][泪][泪] 分享图片 你好，请问我眼距远吗，是那种需要开眼角的吗,1
你好哇，我想问问发量少可怎么办[允悲] [doge]谢谢谢谢 我去试试 有空 好的诶 我就是想把头发看看怎么可以多一点[泪]拍照片真的有点恐惧，不敢拍 是需要拍脸吗突然想起来 请问头发扎起来还是披着哇？,1
老啦不好看啦，最好看的是演简宁那会儿,1
我这种应该是典型的眼距宽吧？感觉五官是搭配着长的，试过拉用手比划近眼距离，感觉反而怪怪的 http://t.cn/AiQAxl2N,1
这样呢，可以只开眼角吗 http://t.cn/AiTddIc0,1
可能去范冰冰的美容店里做了医美,1
十元也是很美很自然甜美！！！[爱你] 图三右边那个好美好有气质好清新好喜欢！！！[爱你],1
回复@小胡每天都想睡懒觉:我不扎也脸小[三三蹦跳] 回复@小胡每天都想睡懒觉:[疑问][费解],1
回复@Guguyo_:难道不是苹果肌搞得鬼吗？中庭长，人中长有的是，Maggie Q就是例子，也不这样，苹果机才是是致命的，而且没法整,1
回复@仙女颜究所:我觉得好难看一边眼睛大一边眼睛小 http://t.cn/AiTkTZiY 回复@仙女颜究所:我右眼是内双，我觉得好难看 看看我这种的，是吗 http://t.cn/AiTdiK3B,1
鸿门宴的导演就特别有眼光 说选刘亦菲演虞姬 就是因为她的鼻子长的好看 有种倔强的感觉,1
我泪沟确实严重啊 http://t.cn/AiHcpDjy,1
我想问一下上海吸脂有推荐嘛 你好,1
我也是直角肩，可我太胖了，显得壮 我也是直角肩，可我太胖了，显得壮 回复@仙女颜究所:正在努力减肥中，嘻嘻 回复@仙女颜究所:??总是不知道挑什么颜色化卧蚕 来一期怎么画出自然卧蚕？,1
